semester,pickuplocation,processinglocation,courseid,aresitemid,currentstatus,currentstatusdate,deptfinal,coursenumber,coursetitle,instructordisplayname,instructor,itembarcode,url,itemtitle,author,publisher,itemtype,itemformat,documenttype,typeofreserve,shelflocation,callnumber,articletitle,volume,issue,journalyear,journalmonth,pages,numberofusers,totalclicks
Fall 2024,E-RESERVE,MANN,36049,259000,Item Available on Electronic Reserves,21-Aug-24,AEM,AEM 5310,Global Strategy,"Wolfolds, Sarah",,,15DD647D.pdf,Irish Times,"Gaffey, C.",,MON,Article,PDF,E-Reserve,,E-Resource,The High Streets gets Serious about Ethical Fashion,,,,,11,0,
Fall 2024,E-RESERVE,MANN,36049,258993,Item Available on Electronic Reserves,21-Aug-24,AEM,AEM 5310,Global Strategy,"Wolfolds, Sarah",,,https://doi.org/10.1016/j.jbusres.2020.04.017,Journal of Business Research,"Paul J., and Feliciano-Cestero, M.M.",,MON,Article,WebLink,E-Reserve,,E-Reserve,Five decades of research on foreigh direct investment by MNEs: An overview and research agenda,124,,,,800-812,1,1
Fall 2024,E-RESERVE,MANN,36049,259002,Item Available on Electronic Reserves,21-Aug-24,AEM,AEM 5310,Global Strategy,"Wolfolds, Sarah",,,https://doi.org/10.1111/j.1467-6486.2010.00947.x,Journal of Management Studies,"Mudambi, R. & Venzin, M.",,MON,Article,WebLink,E-Reserve,,E-Resource,The strategic nexus of offshoring and outsourcing decisions.,47,8,,,1510-1533,0,
Fall 2024,E-RESERVE,MANN,36049,259003,Item Available on Electronic Reserves,21-Aug-24,AEM,AEM 5310,Global Strategy,"Wolfolds, Sarah",,,https://bi.gale.com/essentials/article/GALE%7CA143047638/9d990526c32403d619da51d92ee5302b?u=cornell,New York Times,"Sanger, David",,MON,Article,WebLink,E-Reserve,,E-Resource,Under Pressure Dubai Company Drops Port Deal,,,,,,0,
Fall 2024,E-RESERVE,MANN,36049,258995,Item Available on Electronic Reserves,21-Aug-24,AEM,AEM 5310,Global Strategy,"Wolfolds, Sarah",,,15DD647C.pdf,New York Times Magazine,Suzy Hansen,The New York Times,MON,Article,PDF,E-Reserve,,E-Resource,How Zara Grew Into the World’s Largest Fashion Retailer,,,,,,1,1
Fall 2024,E-RESERVE,MANN,36049,258987,Item Available on Electronic Reserves,21-Aug-24,AEM,AEM 5310,Global Strategy,"Wolfolds, Sarah",,,https://www.npr.org/sections/health-shots/2015/08/07/429930708/hospitals-turn-to-toyota-to-make-care-safer-and-swifter,NPR,"Gorman, Anna",,MON,Article,WebLink,E-Reserve,,E-Resource,Business Hospitals Turn To Toyota To Make Care Safer And Swifter,,,,,,1,1
Fall 2024,E-RESERVE,MANN,36049,258979,Item Available on Electronic Reserves,21-Aug-24,AEM,AEM 5310,Global Strategy,"Wolfolds, Sarah",,,http://proxy.library.cornell.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&scope=site&db=nlebk&db=nlabk&AN=2269019,Out-Innovate: How Global Entrepreneurs – from Delhi to Detroit- Are Rewriting the Rules of Silicon Valley,Alexandre Lazarow,,MON,Book,WebLink,E-Reserve,,E-Resource,,,,,,,0,
Fall 2024,E-RESERVE,MANN,36049,258997,Item Available on Electronic Reserves,21-Aug-24,AEM,AEM 5310,Global Strategy,"Wolfolds, Sarah",,,https://search.ebscohost.com/login.aspx?direct=true&db=bth&AN=4966727&site=ehost-live,Quarterly Journal of Economics,Vernon,,MON,Article,WebLink,E-Reserve,,E-Resource,International Investment and International Trade in the Product Cycle,,,,,,0,
Fall 2024,E-RESERVE,MANN,36049,258982,Item Available on Electronic Reserves,21-Aug-24,AEM,AEM 5310,Global Strategy,"Wolfolds, Sarah",,,https://bi.gale.com/essentials/article/GALE%7CA341911414/f1823e7c876409115710adb8f5437a31?u=cornell,The Economist,,,MON,Article,WebLink,E-Reserve,,E-Resource,19) The Origins of the Financial Crisis. Crash Course,,,,,,0,
Fall 2024,E-RESERVE,MANN,36049,258988,Item Available on Electronic Reserves,21-Aug-24,AEM,AEM 5310,Global Strategy,"Wolfolds, Sarah",,31924114726718,15DD66A9.pdf,The Globalization Paradox Democracy and Future of the World Economy,"Rodrik, Dani",,MON,Book,PDF,E-Reserve,,HF1418.5 .R6425 2011,Chapter 10,,,,,,0,
Fall 2024,E-RESERVE,MANN,36049,258998,Item Available on Electronic Reserves,21-Aug-24,AEM,AEM 5310,Global Strategy,"Wolfolds, Sarah",,31924114726718,15DD6460.pdf,The Globalization Paradox: Democracy and the Future of the World Economy,Dani Rodrik,W.W. Norton and Company,MON,BookChapter,PDF,E-Reserve,,HF1418.5 .R6425 2011,Introduction,,,,,ix-xxii,0,
Fall 2024,E-RESERVE,MANN,36049,259001,Item Available on Electronic Reserves,21-Aug-24,AEM,AEM 5310,Global Strategy,"Wolfolds, Sarah",,,https://search.proquest.com/docview/1904295254?pq-origsite=summon&accountid=10267,"The long, winding road for driverless cars",The Economist Online,The Economist Online,MON,Article,WebLink,E-Reserve,,E-Resource,"The long, winding road for driverless cars",,,,,,1,1
Fall 2024,E-RESERVE,MANN,36049,259004,Item Available on Electronic Reserves,21-Aug-24,AEM,AEM 5310,Global Strategy,"Wolfolds, Sarah",,,https://themarketingagenda.com/2014/10/25/virgin-unrelated-diversification/,The Marketing Agenda,"Oakley, Tom",,MON,Article,WebLink,E-Reserve,,E-Resource,VIRGIN: UNRELATED DIVERSIFICATION,,,,,,0,
Fall 2024,E-RESERVE,MANN,36049,258981,Item Available on Electronic Reserves,21-Aug-24,AEM,AEM 5310,Global Strategy,"Wolfolds, Sarah",,,15DD5968.pdf,The US Airline Industry in 2015,Robert M. Grant,,MON,Article,PDF,E-Reserve,,,,,,,,,0,
Fall 2024,E-RESERVE,MANN,36049,259005,Item Available on Electronic Reserves,21-Aug-24,AEM,AEM 5310,Global Strategy,"Wolfolds, Sarah",,,https://www.washingtonpost.com/news/business/wp/2016/01/15/walmart-is-ending-its-express-concept-and-closing-269-stores/,The Washington Post,"Halzack, Sarah",,MON,Article,WebLink,E-Reserve,,E-Resource,Walmart is ending its Express concept and closing 269 stores,,,,,,0,
Fall 2024,E-RESERVE,MANN,36049,258994,Item Available on Electronic Reserves,21-Aug-24,AEM,AEM 5310,Global Strategy,"Wolfolds, Sarah",,,https://www.washingtonpost.com/politics/2022/04/08/russia-boycott-companies-ukraine/,The Washington Post.com,Jura Liaukonyte,,MON,Article,WebLink,E-Reserve,,e-resource,Global pressure on companies to leave Russia may be short-lived,,,,,,0,
Fall 2024,E-RESERVE,MANN,36049,258989,Item Available on Electronic Reserves,21-Aug-24,AEM,AEM 5310,Global Strategy,"Wolfolds, Sarah",,,https://www.wto.org/english/thewto_e/whatis_e/tif_e/utw_chap2_e.pdf,Understanding the WTO,,,MON,BookChapter,WebLink,E-Reserve,,E-Resource,Chapter 2: “The Agreements,,,,,23-53,0,
Fall 2024,E-RESERVE,MANN,36049,258992,Item Available on Electronic Reserves,21-Aug-24,AEM,AEM 5310,Global Strategy,"Wolfolds, Sarah",,,https://www.proquest.com/newspapers/costco-buys-logistics-firm-sears-owner-1-billion/docview/2377723854/se-2?accountid=10267,Wall Street Journal (Online),"Kellaher, Colin and Kapner, Suzanne",,MON,Article,WebLink,E-Reserve,,E-Resource,"Costco Buys Logistics Firm From Sears Owner for $1 Billion; Deal for Innovel Solutions, a last-mile delivery company, is Costco's largest since merger with Price Club in 1993",,,,,,0,
Fall 2024,E-RESERVE,MANN,36049,258986,Item Available on Electronic Reserves,21-Aug-24,AEM,AEM 5310,Global Strategy,"Wolfolds, Sarah",,,15DD647E.pdf,Winston-Salem Journal,"Craver, Richard",,MON,Article,PDF,E-Reserve,,E-Resource,BAT says global production limiting COVID-19 impact,,,,,,0,
Fall 2024,MATH,MATH,11215,210181,Item Available at Reserve Desk,27-Aug-24,AEP,AEP 3330,Mechanics of Particles and Solid Bodies,"WICKHAM, Lisa","WICKHAM, Lisa",31924127127144,https://catalog.library.cornell.edu/cgi-bin/Pwebrecon.cgi4860698,Classical dynamics of particles and systems.,,"Brooks/Cole,",MON,Book,HardCopy,Physical Reserve,Mathematics Library (Malott Hall),QA845 .T45 2004,,,,,,"xvi, 656 pages :",0,
Fall 2024,MATH,MATH,11215,191405,Item Available at Reserve Desk,03-Sep-24,AEP,AEP 3330,Mechanics of Particles and Solid Bodies,"WICKHAM, Lisa","WICKHAM, Lisa",31924125308043,https://catalog.library.cornell.edu/cgi-bin/Pwebrecon.cgi5620517,Classical mechanics,John R. Taylor.,"University Science Books,",MON,Book,HardCopy,Physical Reserve,Uris Library,Oversize QC125.2 .T39 2005 +,,,,,,"xiv, 786 pages :",0,
Fall 2024,MATH,MATH,35782,256099,Awaiting Review by Staff,21-Aug-24,AEP,AEP 4380 COMBINED-COMEET Computational Engineering,AEP 4380 COMBINED-COMEET Computational Engineering Physics (2024FA),"Kirkland, Earl; Peck, Hannah",,31924004744417,https://catalog.library.cornell.edu/cgi-bin/Pwebrecon.cgi723804,An introduction to computational fluid mechanics,Chuen-Yen Chow.,"Wiley,",MON,Book,HardCopy,Physical Reserve,Uris Library [Not Charged],TA357 .C53,,,,,,"xii, 396 p. :",0,
Fall 2024,MATH,MATH,35782,256101,Item Available at Reserve Desk,22-Aug-24,AEP,AEP 4380 COMBINED-COMEET Computational Engineering,AEP 4380 COMBINED-COMEET Computational Engineering Physics (2024FA),"Kirkland, Earl; Peck, Hannah",,31924074520309,https://catalog.library.cornell.edu/cgi-bin/Pwebrecon.cgi2752825,An introduction to computer simulation methods :applications to physical systems,"Harvey Gould, Jan Tobochnik.","Addison-Wesley,",MON,Book,HardCopy,Physical Reserve,Mathematics Library (Malott Hall) [Not Charged],QC21.2 .G68 1996,,,,,,"xiv, 721 p. :",0,
Fall 2024,MATH,MATH,35782,256105,In Stacks Searching,22-Aug-24,AEP,AEP 4380 COMBINED-COMEET Computational Engineering,AEP 4380 COMBINED-COMEET Computational Engineering Physics (2024FA),"Kirkland, Earl; Peck, Hannah",,31924098150919,,Applied Numerical Analysis,Gerald,,MON,Book,HardCopy,Physical Reserve,,QA 297 G35 1994,,,,,,,0,
Fall 2024,MATH,MATH,35782,256106,Item Available at Reserve Desk,22-Aug-24,AEP,AEP 4380 COMBINED-COMEET Computational Engineering,AEP 4380 COMBINED-COMEET Computational Engineering Physics (2024FA),"Kirkland, Earl; Peck, Hannah",,31924063403400,https://onlinelibrary.wiley.com/doi/book/10.1002/9783527617500,Chaotic and fractal dynamics :an introduction for applied scientists and engineers,Francis C. Moon.,"Wiley,",MON,Book,HardCopy,Physical Reserve,Mathematics Library (Malott Hall),,,,,,,"xx, 508 p. :",0,
Fall 2024,E-RESERVE,MATH,35782,256102,Awaiting Review by Staff,11-Jul-24,AEP,AEP 4380 COMBINED-COMEET Computational Engineering,AEP 4380 COMBINED-COMEET Computational Engineering Physics (2024FA),"Kirkland, Earl; Peck, Hannah",,NA,https://onlinelibrary.wiley.com/doi/book/10.1002/9783527617500,Chaotic and fractal dynamics :an introduction for applied scientists and engineers,Francis C. Moon.,"Wiley,",MON,Book,WebLink,E-Reserve,Networked Resource [],Networked Resource,,,,,,1 online resource.,0,
Fall 2024,MATH,MATH,35782,256094,Item Available at Reserve Desk,04-Sep-24,AEP,AEP 4380 COMBINED-COMEET Computational Engineering,AEP 4380 COMBINED-COMEET Computational Engineering Physics (2024FA),"Kirkland, Earl; Peck, Hannah",,31924080705498,,Computational fluid dynamics : the basics with applications /,"Anderson, John David.","McGraw-Hill,",MON,Book,HardCopy,Physical Reserve,Engineering,QA911 .A58x 1995,,,,,,,0,
Fall 2024,MATH,MATH,35782,256108,Item Available at Reserve Desk,22-Aug-24,AEP,AEP 4380 COMBINED-COMEET Computational Engineering,AEP 4380 COMBINED-COMEET Computational Engineering Physics (2024FA),"Kirkland, Earl; Peck, Hannah",,31924097252799,https://catalog.library.cornell.edu/cgi-bin/Pwebrecon.cgi4830483,Computational heat transfer,"Yogesh Jaluria, Kenneth E. Torrance.","Taylor & Francis,",MON,Book,HardCopy,Physical Reserve,Uris Library,TJ260 .J35x 2003,,,,,,"xv, 544 p. :",0,
Fall 2024,MATH,MATH,35782,256095,Item Available at Reserve Desk,26-Aug-24,AEP,AEP 4380 COMBINED-COMEET Computational Engineering,AEP 4380 COMBINED-COMEET Computational Engineering Physics (2024FA),"Kirkland, Earl; Peck, Hannah",,31924064413077,,Computational physics,"Potter, David (David E.)",J. Wiley,MON,Book,HardCopy,Physical Reserve,Math,QC20 .P86,,,,,,,0,
Fall 2024,MATH,MATH,35782,256100,Item Available at Reserve Desk,22-Aug-24,AEP,AEP 4380 COMBINED-COMEET Computational Engineering,AEP 4380 COMBINED-COMEET Computational Engineering Physics (2024FA),"Kirkland, Earl; Peck, Hannah",,31924001932262,https://catalog.library.cornell.edu/cgi-bin/Pwebrecon.cgi813898,Computer methods for mathematical computations,"George E. Forsythe, Michael A. Malcolm, Cleve B. Moler.","Prentice-Hall,",MON,Book,HardCopy,Physical Reserve,Mathematics Library (Malott Hall) [Not Charged],QA297.F73 C6,,,,,,"xi, 259 p. :",0,
Fall 2024,MATH,MATH,35782,256096,Item Available at Reserve Desk,03-Sep-24,AEP,AEP 4380 COMBINED-COMEET Computational Engineering,AEP 4380 COMBINED-COMEET Computational Engineering Physics (2024FA),"Kirkland, Earl; Peck, Hannah",,31924004829002,,Computer simulation using particles /,"Hockney, Roger W.",,MON,Book,HardCopy,Physical Reserve,,QA76.9.C65 H68,,,,,,,0,
Fall 2024,MATH,MATH,35782,256103,Item Available at Reserve Desk,22-Aug-24,AEP,AEP 4380 COMBINED-COMEET Computational Engineering,AEP 4380 COMBINED-COMEET Computational Engineering Physics (2024FA),"Kirkland, Earl; Peck, Hannah",,31924004011270,https://babel.hathitrust.org/cgi/pt?id=mdp.39015002073842&view=1up&seq=9,Difference Methods for Initial-Value Problems,Richtmyer,,MON,Book,HardCopy,Physical Reserve,,,,,,,,,0,
Fall 2024,MATH,MATH,35782,256097,Item Available at Reserve Desk,22-Aug-24,AEP,AEP 4380 COMBINED-COMEET Computational Engineering,AEP 4380 COMBINED-COMEET Computational Engineering Physics (2024FA),"Kirkland, Earl; Peck, Hannah",,31924098361763,,Guide to LATEX /,"Kopka, Helmut.","Addison-Wesley,",MON,Book,HardCopy,Physical Reserve,Math,Z253.4.L38 K66x 2004,,,,,,,0,
Fall 2024,MATH,MATH,35782,256107,Item Available at Reserve Desk,26-Aug-24,AEP,AEP 4380 COMBINED-COMEET Computational Engineering,AEP 4380 COMBINED-COMEET Computational Engineering Physics (2024FA),"Kirkland, Earl; Peck, Hannah",,31924004260323,https://catalog.library.cornell.edu/cgi-bin/Pwebrecon.cgi128240,Numerical methods,Robert W. Hornbeck.,"Quantum Publishers,",MON,Book,HardCopy,Physical Reserve,Library Annex,QA297 .H81,,,,,,310 p. :,0,
Fall 2024,MATH,MATH,35782,256104,Item Available at Reserve Desk,22-Aug-24,AEP,AEP 4380 COMBINED-COMEET Computational Engineering,AEP 4380 COMBINED-COMEET Computational Engineering Physics (2024FA),"Kirkland, Earl; Peck, Hannah",,31924108193420,https://catalog.library.cornell.edu/cgi-bin/Pwebrecon.cgi6202676,Numerical methods for engineers,"Steven C. Chapra, Raymond P. Canale.","McGraw-Hill Higher Education,",MON,Book,HardCopy,Physical Reserve,Uris Library [Not Charged],TA345 .C47 2006,,,,,,"xviii, 926 p. :",0,
Fall 2024,MATH,MATH,35782,256098,Item Available at Reserve Desk,29-Aug-24,AEP,AEP 4380 COMBINED-COMEET Computational Engineering,AEP 4380 COMBINED-COMEET Computational Engineering Physics (2024FA),"Kirkland, Earl; Peck, Hannah",,31924072743838,,Numerical methods for physics /,"Garcia, Alejandro L., 1959-","Prentice Hall,",MON,Book,HardCopy,Physical Reserve,Math,QC20 .G37x 1994,,,,,,,0,
Fall 2024,OLIN,OKU,36074,259162,Item Available at Reserve Desk,26-Aug-24,AIIS,AIIS 1100,Indigenous North America (2024FA),"Nadasdy, Paul; Zilke, Emma",,31924012932467,,American Indian holocaust and survival : a population history since 1492,by Russell Thornton,University of Oklahoma Press,MON,Book,HardCopy,Physical Reserve,Olin,E59.P75 T51 1987,,,,,,,0,
Fall 2024,E-RESERVE,OKU,36074,259169,Item Available on Electronic Reserves,25-Aug-24,AIIS,AIIS 1100,Indigenous North America (2024FA),"Nadasdy, Paul; Zilke, Emma",,,http://proxy.library.cornell.edu/login?url=https://search.ebscohost.com/login.aspx?direct=true&scope=site&db=nlebk&db=nlabk&AN=762140,An Indigenous People’s History of the United States,"Dunbar-Ortiz, R.",,MON,Book,WebLink,E-Reserve,,Electronic Resource,,,,,,,2,10
Fall 2024,OLIN,OKU,36074,259163,Item Available at Reserve Desk,26-Aug-24,AIIS,AIIS 1100,Indigenous North America (2024FA),"Nadasdy, Paul; Zilke, Emma",,31924052713348,,"Changes in the land : Indians, colonists, and the ecology of New England",William Cronon,Hill and Wang,MON,Book,HardCopy,Physical Reserve,Olin,GF504.N45 C94,,,,,,,0,
Fall 2024,OLIN,OKU,36074,260022,Item Available at Reserve Desk,17-Sep-24,AIIS,AIIS 1100,Indigenous North America (2024FA),"Nadasdy, Paul; Zilke, Emma",,31924083719983,,"Indians in the fur trade : their role as trappers, hunters, and middlemen in the lands southwest of Hudson Bay, 1660-1870",Arthur J. Ray ; with a new introduction,University of Toronto Press,MON,Book,HardCopy,Physical Reserve,Olin Library,E78.C2 R26 1997,,,,,,,0,
Fall 2024,OLIN,OKU,36074,259164,Item Available at Reserve Desk,08-Sep-24,AIIS,AIIS 1100,Indigenous North America (2024FA),"Nadasdy, Paul; Zilke, Emma",,31924110971284,,Make prayers to the raven,"produced in collaboration with the people of the Koyukuk River ; produced by KUAC-TV in association with University of Alaska ; producer, Mark O. Badger ; writer, Richard K. Nelson ; director, John Luther Adams",KUAC,MON,DVD,HardCopy,Physical Reserve,Uris Library,Dean Room Videodisc 3696,,,,,,2 videodiscs (ca. 130 min.) :,0,
Fall 2024,OLIN,OKU,36074,259165,Item Available at Reserve Desk,16-Sep-24,AIIS,AIIS 1100,Indigenous North America (2024FA),"Nadasdy, Paul; Zilke, Emma",,31924083841977,,Northern passage : ethnography and apprenticeship among the subarctic Dene,Robert Jarvenpa,Waveland Press,MON,Book,HardCopy,Physical Reserve,Olin,E99.T56 J378x 1998,,,,,,,0,
Fall 2024,MANN,MANN,36074,259168,Item Available at Reserve Desk,05-Sep-24,AIIS,AIIS 1100,Indigenous North America (2024FA),"Nadasdy, Paul; Zilke, Emma",,31924129079012,,The Gayogo?hó?n?? People in the Cayuga Lake Region,Kurt Jordan,,MON,Book,HardCopy,Physical Reserve,,E99.C3 J67 2022,,,,,,,0,
Fall 2024,OLIN,OKU,36074,259166,Item Available at Reserve Desk,29-Aug-24,AIIS,AIIS 1100,Indigenous North America (2024FA),"Nadasdy, Paul; Zilke, Emma",,31924064470713,,"The middle ground : Indians, empires, and republics in the Great Lakes region, 1650-1815",Richard White,Cambridge University Press,MON,Book,HardCopy,Physical Reserve,Olin Library,E99.A35 W48x 1991,,,,,,,0,
Fall 2024,OLIN,OKU,36074,259170,Item Available at Reserve Desk,03-Sep-24,AIIS,AIIS 1100,Indigenous North America (2024FA),"Nadasdy, Paul; Zilke, Emma",,31924113994069,,The rediscovery of America : native peoples and the unmaking of U.S. history,Ned Blackhawk,Yale University Press,MON,Book,HardCopy,Physical Reserve,Olin Library,E77 .B64 2023,,,,,,,0,
Fall 2024,OLIN,OKU,36074,259167,Item Available at Reserve Desk,04-Sep-24,AIIS,AIIS 1100,Indigenous North America (2024FA),"Nadasdy, Paul; Zilke, Emma",,31924093924862,,Uneven ground : American Indian sovereignty and federal law,by David E. Wilkins and K. Tsianina Lomawaima,University of Oklahoma Press,MON,Book,HardCopy,Physical Reserve,Library Annex,KF8205 .W533x 2001,,,,,,,0,
Fall 2024,E-RESERVE,OKU,36162,260329,Item Available on Electronic Reserves,31-Oct-24,ANTHR,ANTHR 1101,"FWS: Culture, Society, and Power","Rechtzigel, Connor",,31924124240700,http://proxy.library.cornell.edu/login?url=https://www.jstor.org/stable/10.2307/j.ctt1q31skt,"(Not) getting paid to do what you love : gender, social media, and aspirational work",Brooke Erin Duffy,Yale University Press,MON,BookChapter,WebLink,E-Reserve,,Electronic Resource,Excerpt from Chap. 4: Branding the Authentic Self: The Commercial Appeal of “Being Real”,,,,,98-119,0,
Fall 2024,OLIN,OKU,36162,259637,Item Available at Reserve Desk,06-Oct-24,ANTHR,ANTHR 1101,"FWS: Culture, Society, and Power","Rechtzigel, Connor",,31924050894058,,A small place,Jamaica Kincaid,"Farrar, Straus, Giroux",MON,Book,HardCopy,Physical Reserve,Olin Library,PS3561.I36 S63,,,,,,,0,
Fall 2024,OLIN,OKU,36162,260328,Item Available on Electronic Reserves,19-Sep-24,ANTHR,ANTHR 1101,"FWS: Culture, Society, and Power","Rechtzigel, Connor",,31924065905410,15DD6C56.pdf,The managed heart : commercialization of human feeling,Arlie Russell Hochschild,University of California Press,MON,BookChapter,PDF,E-Reserve,ILR,Electronic Resource,"Chap. 6: ""Feeling Management: From Private to Commercial Uses""",,,,,89-136,1,1
